,YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS,Region
14191,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,32.65,74.9,0,0,7,0,7,Northern
14192,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.080399,74.823383,0,0,2,0,2,Northern
14193,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14194,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14195,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14196,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.080399,74.823383,0,0,2,0,2,Northern
14197,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14198,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.19287,74.3692,0,0,3,0,3,Northern
14199,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14200,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.372601,74.167293,0,0,1,0,1,Northern
14201,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.219399,74.636051,0,0,1,0,1,Northern
14202,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.340782,75.194335,0,0,1,0,1,Northern
14203,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.0,75.16667,0,0,4,0,4,Northern
14204,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,1,0,1,Northern
14205,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.321376,75.733425,0,0,2,0,2,Northern
14206,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.0,75.16667,0,0,5,0,5,Northern
14207,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,3,0,3,Northern
14208,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14209,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.706088,74.844238,0,0,2,0,2,Northern
14210,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.937505,74.815979,0,0,2,0,2,Northern
14211,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14212,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.706088,74.844238,0,0,5,0,5,Northern
14213,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14214,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1,Northern
14215,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.321376,75.733425,0,0,1,0,1,Northern
14216,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14217,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14218,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14219,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.0,75.16667,0,0,3,0,3,Northern
14220,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14221,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
14222,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14223,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,32.67721,74.811306,0,0,27,0,27,Northern
14224,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14225,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,1,0,1,Northern
14226,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.77,74.1,0,0,1,0,1,Northern
14227,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14228,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.89001,74.66297,0,0,4,0,4,Northern
14229,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14230,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14231,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,1,0,1,Northern
14232,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14233,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14234,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.048427,75.324863,0,0,9,0,9,Northern
14235,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.472962,74.25471,0,0,4,0,4,Northern
14236,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14237,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14238,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.77,74.1,0,0,3,0,3,Northern
14239,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14240,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14241,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,8,0,8,Northern
14242,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.77,74.1,0,0,4,0,4,Northern
14243,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14244,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14245,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.77,74.1,1,4,0,0,5,Northern
14246,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.0,75.16667,0,0,3,0,3,Northern
14247,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14248,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14249,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14250,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.590951,74.307262,0,0,2,0,2,Northern
14251,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.389636,75.14886,0,0,1,0,1,Northern
14252,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14253,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1,Northern
14254,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.336275,74.235023,0,0,1,0,1,Northern
14255,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.836438,74.934837,0,0,1,0,1,Northern
14256,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,5,0,5,Northern
14257,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14258,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.77,74.1,0,0,3,0,3,Northern
14259,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.77,74.1,0,0,12,0,12,Northern
14260,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14261,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1,Northern
14262,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14263,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.318773,74.836643,0,0,2,0,2,Northern
14264,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14265,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.642257,75.006919,0,0,2,0,2,Northern
14266,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
14267,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14268,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14269,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,11,0,11,Northern
14270,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14271,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.19287,74.3692,0,0,1,0,1,Northern
14272,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.83333,75.16667,0,0,4,0,4,Northern
14273,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.919908,75.117832,0,0,1,0,1,Northern
14274,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,32.457339,75.156471,0,0,8,0,8,Northern
14275,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14276,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,2,0,2,Northern
14277,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.213933,74.776821,0,0,1,0,1,Northern
14278,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1,Northern
14279,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
14280,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.080399,74.823383,0,0,3,0,3,Northern
14281,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.19287,74.3692,0,0,1,0,1,Northern
14282,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14283,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.16667,74.75,0,0,3,0,3,Northern
14284,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14285,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.41654,74.352306,0,0,2,0,2,Northern
14286,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14287,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.389636,75.14886,0,0,1,0,1,Northern
14288,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1,Northern
14289,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.77,74.1,0,0,3,0,3,Northern
14290,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14291,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.421456,74.667213,0,0,1,0,1,Northern
14292,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.592826,75.170722,0,0,2,0,2,Northern
14293,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14294,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.89001,74.66297,0,0,3,0,3,Northern
14295,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,5,0,5,Northern
14296,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14297,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,6,0,6,Northern
14298,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14299,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,3,0,3,Northern
14300,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.274824,74.475391,0,0,4,0,4,Northern
14301,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14302,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.590951,74.307262,0,0,3,0,3,Northern
14303,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,1,0,1,Northern
14304,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,2,0,2,Northern
14305,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,2,0,2,Northern
14306,2002,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.89001,74.66297,0,0,3,0,3,Northern
14307,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1,Northern
14308,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.83043,75.335662,0,0,3,0,3,Northern
14309,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14310,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
14311,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
14312,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.0,75.16667,0,0,1,0,1,Northern
14313,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,1,0,1,Northern
14314,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1,Northern
14315,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,2,0,2,Northern
14316,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.12769,74.587356,0,0,1,0,1,Northern
14317,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.421456,74.667213,0,0,3,0,3,Northern
14318,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14319,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.642257,75.006919,0,0,1,0,1,Northern
14320,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14321,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.339199,74.320461,0,0,0,0,0,Northern
14322,2003,1,Clear,3,Kashmir insurgents,Civilians,Maharashtra,19.017587,72.856248,0,0,0,0,0,Western
14323,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.274824,74.475391,0,0,1,0,1,Northern
14324,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.766613,75.014564,0,0,24,0,24,Northern
14325,2003,1,Clear,3,Kashmir insurgents,Civilians,Gujarat,23.022021,72.592201,0,0,1,0,1,Western
14326,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.372601,74.167293,0,0,2,0,2,Northern
14327,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.762449,74.264114,0,0,2,0,2,Northern
14328,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
14329,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,32.67721,74.811306,0,0,1,0,1,Northern
14330,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.83333,75.16667,0,0,1,0,1,Northern
14331,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.19287,74.3692,0,0,1,0,1,Northern
14332,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.61044,74.13883,0,0,1,0,1,Northern
14333,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.706088,74.844238,0,0,1,0,1,Northern
14334,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.19287,74.3692,0,0,1,0,1,Northern
14335,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4,Northern
14336,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.858513,75.16608,0,0,1,0,1,Northern
14337,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
14338,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.19287,74.3692,0,0,1,0,1,Northern
14339,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,5,0,5,Northern
14340,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,32.716153,75.8083,0,0,1,0,1,Northern
14341,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.83333,75.16667,0,0,0,0,0,Northern
14342,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,5,0,5,Northern
14343,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.429421,74.649554,0,0,3,0,3,Northern
14344,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.590951,74.307262,0,0,1,0,1,Northern
14345,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.642257,75.006919,0,0,1,0,1,Northern
14346,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.83333,75.16667,0,0,1,0,1,Northern
14347,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,10,0,10,Northern
14348,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.039451,75.655765,0,0,3,0,3,Northern
14349,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.76293,74.35927,0,0,1,0,1,Northern
14350,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1,Northern
14351,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.836438,74.934837,0,0,0,0,0,Northern
14352,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.039451,75.655765,0,0,2,0,2,Northern
14353,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,32.610398,75.596061,0,0,4,0,4,Northern
14354,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14355,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,2,0,2,Northern
14356,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.421456,74.667213,0,0,2,0,2,Northern
14357,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14358,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.372601,74.167293,0,0,3,0,3,Northern
14359,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1,Northern
14360,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.0,75.16667,0,0,2,0,2,Northern
14361,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.0,75.16667,0,0,1,0,1,Northern
14362,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.41654,74.352306,0,0,3,0,3,Northern
14363,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,6,0,6,Northern
14364,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14365,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.421456,74.667213,0,0,1,0,1,Northern
14366,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.25,74.25,0,0,5,0,5,Northern
14367,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.780102,75.117092,0,0,1,0,1,Northern
14368,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14369,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.244836,75.198085,0,0,3,0,3,Northern
14370,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.321376,75.733425,0,0,0,0,0,Northern
14371,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,32.98,74.95,0,0,7,0,7,Northern
14372,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.41654,74.352306,0,0,1,0,1,Northern
14373,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1,Northern
14374,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.89001,74.66297,0,0,0,0,0,Northern
14375,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.83333,75.16667,0,0,2,0,2,Northern
14376,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14377,2003,1,Clear,3,Kashmir insurgents,Civilians,Maharashtra,19.017587,72.856248,0,0,2,0,2,Western
14378,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.421456,74.667213,0,0,1,0,1,Northern
14379,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14380,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.372601,74.167293,0,0,1,0,1,Northern
14381,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.689219,74.300216,0,0,1,0,1,Northern
14382,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.590951,74.307262,0,0,1,0,1,Northern
14383,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1,Northern
14384,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.336275,74.235023,0,0,1,0,1,Northern
14385,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1,Northern
14386,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2,Northern
14387,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.472962,74.25471,0,0,3,0,3,Northern
14388,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.919908,75.117832,0,0,0,0,0,Northern
14389,2003,1,Clear,3,Kashmir insurgents,Civilians,Maharashtra,19.017587,72.856248,0,0,0,0,0,Western
14390,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.0,75.16667,0,0,3,0,3,Northern
14391,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.590951,74.307262,0,0,1,0,1,Northern
14392,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.10081,75.6497,0,0,1,0,1,Northern
14393,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.77,74.1,0,0,2,0,2,Northern
14394,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.642257,75.006919,0,0,1,0,1,Northern
14395,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.83333,75.16667,0,0,1,0,1,Northern
14396,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.335488,74.094745,0,0,1,0,1,Northern
14397,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.189823,75.458694,0,0,1,0,1,Northern
14398,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.780102,75.117092,0,0,3,0,3,Northern
14399,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,34.50404,74.82832,0,0,5,0,5,Northern
14400,2003,1,Clear,3,Kashmir insurgents,Civilians,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3,Northern
